gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene
Strep_C105624	Strep_C105624A38	2	0.014285714285714285	A0A1V0U7F6	A0A6C0PZ01	D7BSS1,Q828M5,S5VJD3	136	137
Strep_C105633	Strep_C105633A19	2	0.014285714285714285	A0A0F7W429	A0A7H8IWM7	A0A0F7MY26,A0A3S8VJA4,A0A3G4VQ48	154	140
Strep_C105932	Strep_C105932A63	3	0.02142857142857143	A0A5B7UTR1	A0A385D9P7	A0A0C5GDB3,A0A0F7VVJ3,A0A0F7N3W3	131	140
Strep_C105946	Strep_C105946A64	5	0.03571428571428571	A0A3S8WLT8	A0A1D8G5H2	A0A3Q8VSY8,A0A0N6ZIN3,A0A346C5I3	116	140
Strep_C10613	Strep_C10613A0	1	0.007142857142857143	D7C0N0	B1VTW9	Q82MJ1,S5VY88,A0A5P8KFD0	137	137
Strep_C106598	Strep_C106598A15	2	0.014285714285714285	A0A0C5FNX7	A0A7T1WU81	B4V384,A0A3G4VR27,A0A0U3KK94	136	140
Strep_C106692	Strep_C106692A0	1	0.007142857142857143	D7CEY1	A0A0F7N3G1	Q82AD3,S5V1D3,A0A5J6I069	140	140
Strep_C107183	Strep_C107183A0	1	0.007142857142857143	D7CHY3	A0A0M4DBV0	Q82E20,S5UV56,A0A5J6I3L2	140	140
Strep_C107591	Strep_C107591A16	2	0.014285714285714285	A0A3Q8UY20	G2P4E1	A0A1W5YUU0,A0A0M4DE64,A0A1V0UMZ3	133	138
Strep_C107608	Strep_C107608A24	3	0.02142857142857143	A0A5P9WMW0	L8F1N0	A0A1V0UCM4,A0A7H8ZRH2,D7C728	137	140
Strep_C107718	Strep_C107718A36	2	0.014285714285714285	A0A1U9P2C9	A0A1H4PKM5	A0A1V0UFE0,A0A7H8ZQC6,A0A5P9WKL7	137	140
Strep_C107785	Strep_C107785A18	3	0.02142857142857143	A0A2K9F3X1	A0A1D8FYI8	A0A7H0NRS0,B1W1W4,A0A1V0U7C9	147	140
Strep_C107881	Strep_C107881A106	3	0.02142857142857143	A0A5B7V1Z4	A0A5P2D0Z8	A0A5P2BHC6,N0D3Z2,A0A6N9UYQ9	228	140
Strep_C108084	Strep_C108084A6	3	0.02142857142857143	G2P0N4	N0CN02	A0A3S8VL20,A0A0F7N493,B4VFV8	131	136
Strep_C108309	Strep_C108309A37	2	0.014285714285714285	A0A1V0U7Y4	A0A387HHY7	D7CF03,Q82AA9,A0A089X7S2	133	134
Strep_C10831	Strep_C10831A9	2	0.014285714285714285	A0A6N9VI97	A0A2S1SS76	D7BWE1,Q827E7,S5UZ59	136	137
Strep_C108570	Strep_C108570A25	2	0.014285714285714285	A0A3Q8VX91	C9ZFJ8	A0A1D7VUI3,A0A1W5XRR7,A0A1U9QW59	139	140
Strep_C108692	Strep_C108692A0	1	0.007142857142857143	D7BWE6	A0A1Z2LAD9	Q827E2,S5UZ52,A0A7L4XVT8	131	131
Strep_C109077	Strep_C109077A22	2	0.014285714285714285	A0A1L6PQ84	A0A0F7W5T4	A0A0N6ZPR5,A0A5P9WS63,N0CSL5	135	138
Strep_C10922	Strep_C10922A0	1	0.007142857142857143	D7BQ93	A0A1Z1WJ22	Q82IV7,S5VMH0,A0A5J6I5P9	137	136
Strep_C109270	Strep_C109270A4	4	0.02857142857142857	A0A0U2SST2	A0A3S8Y6Q4	A0A6N9VJ12,A0A7R8NIN2,A0A0F7N382	131	139
Strep_C109302	Strep_C109302A18	2	0.014285714285714285	A0A0G3UQT5	A0A516RE58	D7CC94,Q82JT7,S5UXQ1	136	137
Strep_C109917	Strep_C109917A101	2	0.014285714285714285	A0A5P2CDL4	A0A7H1Q7C8	A0A0G3UH42,A0A3G4VTV5,A0A291Q5D0	154	140
Strep_C110113	Strep_C110113A23	6	0.04285714285714286	A0A7G1NCG0	A0A1H4P217	A0A1L6PMM9,A0A0U3BWV5,A0A7H0NNG8	106	140
Strep_C111094	Strep_C111094A16	2	0.014285714285714285	A0A3S8VLR7	A0A291Q5W1	A0A1V0U833,A0A7H8ZY06,G2P6Q0	136	139
Strep_C11146	Strep_C11146A38	2	0.014285714285714285	A0A1V0UHY9	A0A0F7G046	D7C8L8,Q82KI0,S5VWK3	139	140
Strep_C111553	Strep_C111553A65	3	0.02142857142857143	A0A5B7UV13	A0A1Z2L2I9	A0A6G9FIQ4,A0A0M4DD88,A0A7H8ZU40	136	140
Strep_C111866	Strep_C111866A22	2	0.014285714285714285	A0A1L6PQS4	A0A7T1TAU1	D7BR14,Q828Y9,S5V0A8	139	140
Strep_C112012	Strep_C112012A0	1	0.007142857142857143	D7C594	A0A1B1M968	Q82BY2,S5UUH0,A0A5J6I3V3	140	140
Strep_C112047	Strep_C112047A17	2	0.014285714285714285	A0A0F7NCA5	A0A1W7CSM6	A0A0M4DSM9,A0A1W5YUV7,A0A1H4W2R7	146	140
Strep_C112392	Strep_C112392A14	2	0.014285714285714285	A0A0C5FTM9	D7BY04	A0A3G4W1L8,B4VCP9,A0A0M3QNX8	130	136
Strep_C112608	Strep_C112608A0	1	0.007142857142857143	D7BQL1	A0A3Q8V2Q0	Q82DX3,A0A089X7N3,A0A7L4Y331	135	135
Strep_C112721	Strep_C112721A6	3	0.02142857142857143	A0A1H4NVS0	A0A6I6W6T3	D7BXQ7,Q82D21,S5UVM8	137	139
Strep_C112870	Strep_C112870A38	2	0.014285714285714285	A0A7H8ZSD3	A0A8B1NFL8	D7CGE0,Q82EE6,S5V6Y3	139	140
Strep_C113294	Strep_C113294A18	2	0.014285714285714285	A0A3G4VPQ3	A0A7T1WT39	A0A6G9FQE0,A0A0M5IZG0,A0A1D7VJD0	131	139
Strep_C113384	Strep_C113384A0	1	0.007142857142857143	Q82DS0	A0A0K2AXE1	G2ND30,A0A0A8EN23,A0A6I6FDM8	132	131
Strep_C113570	Strep_C113570A16	3	0.02142857142857143	A0A0F7N8Q9	A0A3Q8W8E5	A0A3G4W106,A0A0G3UPX3,A0A0K2AYH4	129	139
Strep_C113817	Strep_C113817A64	3	0.02142857142857143	A0A5B7V1V4	A0A8B1NJA1	A0A0C5G7Q6,A0A0F7VVT1,A0A0G3URC7	134	139
Strep_C114127	Strep_C114127A0	1	0.007142857142857143	Q82KY3	A0A5P9WHD9	G2NMJ3,A0A0A8EMW1,A0A6N9VDU9	118	118
Strep_C114330	Strep_C114330A38	2	0.014285714285714285	A0A1V0UCK2	A0A0F7N4C6	A0A222SY84,A0A1H4QZS6,N0CY11	137	140
Strep_C11456	Strep_C11456A9	2	0.014285714285714285	N0CV82	A0A5P2W1Y8	D7C375,Q82G29,S5VQ22	138	139
Strep_C115101	Strep_C115101A24	2	0.014285714285714285	A0A0N6ZHH6	A0A6I6WY01	D7CFW0,Q82JB5,S5V9V2	134	135
Strep_C115299	Strep_C115299A38	2	0.014285714285714285	A0A222SUL4	A0A143BZ55	D7C3N2,Q82C76,A0A089X5E2	124	125
Strep_C115421	Strep_C115421A0	12	0.08571428571428572	L8EX44	A0A2Z5K756	N0CR26,A0A7H0NJY8,A0A7R8NQ69	62	139
Strep_C115442	Strep_C115442A22	2	0.014285714285714285	A0A0U3LMB0	A0A2K9EYV2	D7CF09,Q82AA2,S5UPK0	139	140
Strep_C115452	Strep_C115452A16	3	0.02142857142857143	A0A3S8VTM8	A0A5B7UXN4	A0A1H4S6I2,A0A222TCD9,G2PA68	133	138
Strep_C115745	Strep_C115745A18	2	0.014285714285714285	A0A3G4W1C8	A0A8A1UF64	A0A5P2CB57,D7BZX2,Q79Z28	135	137
Strep_C115910	Strep_C115910A0	1	0.007142857142857143	D7CCW4	A0A1D8FZN8	Q82AX0,A0A221NW32,A0A6I6FU94	135	132
Strep_C11600	Strep_C11600A0	1	0.007142857142857143	D7BQD0	A0A1V0TX93	Q82IR1,S5UWT2,A0A5J6I9V6	139	139
Strep_C116099	Strep_C116099A101	2	0.014285714285714285	A0A1X4H4H2	A0A7L5SNS5	A0A0C5FT92,A0A0F7W051,A0A3Q8ULQ4	131	139
Strep_C116194	Strep_C116194A32	4	0.02857142857142857	A0A5P2DHR6	C9YVD2	G2P6K6,A0A222SSX8,A0A1H4LT56	130	140
Strep_C116517	Strep_C116517A21	2	0.014285714285714285	A0A1W5ZA16	A0A6I6WNR0	A0A1V0UAG8,A0A7H8ZTJ8,A0A5B7UU02	137	140
Strep_C116619	Strep_C116619A6	3	0.02142857142857143	G2PA04	A0A7R8NPZ2	A0A3S8VS89,A0A0F7N8I6,A0A1V0UCC1	135	139
Strep_C117078	Strep_C117078A38	2	0.014285714285714285	A0A1V0UHJ8	D7CA71	A0A516REM1,Q82KF0,S5VNU6	134	136
Strep_C117214	Strep_C117214A15	2	0.014285714285714285	A0A0C5GAI8	A0A2S1SSG1	D7BWW2,Q827T1,S5URE4	138	139
Strep_C117957	Strep_C117957A17	2	0.014285714285714285	A0A3G4VYH2	A0A7H1BA56	A0A1W5Z2C1,A0A0M4DPM3,N0CP72	128	131
Strep_C118532	Strep_C118532A19	2	0.014285714285714285	A0A6G9FE56	A0A1Z2L0D5	A0A0M4DUI9,A0A1W5YX58,A0A1L6PG54	133	140
Strep_C119741	Strep_C119741A16	3	0.02142857142857143	A0A2K9FES6	A0A8A1UKV4	A0A5B7UQV4,A0A516R6B1,A0A0F7VV33	130	140
Strep_C119862	Strep_C119862A86	3	0.02142857142857143	A0A5P2BV39	A0A2K8PB57	A0A3G4VZT7,B4V8N3,A0A1V0UHP6	134	140
Strep_C119986	Strep_C119986A0	1	0.007142857142857143	D7BS51	A0A5B8JLH5	Q82DK4,S5UZS1,A0A5J6I932	140	140
Strep_C120197	Strep_C120197A53	5	0.03571428571428571	A0A6M4PGP4	A0A0A8EIL1	A0A7H8ZNR8,A0A1W5YX06,A0A1V0UH54	118	140
Strep_C121610	Strep_C121610A5	3	0.02142857142857143	A0A1H4TH08	A0A291QFJ2	A0A3G4VYG4,B4V153,A0A0M4D9G4	125	133
Strep_C121614	Strep_C121614A6	5	0.03571428571428571	A0A222SRN3	A0A2K8PPA3	A0A0M4DU49,A0A1W5Z6V6,A0A7H0NS82	114	140
Strep_C122129	Strep_C122129A10	2	0.014285714285714285	A0A6N9VQ58	A0A0F7FR93	A0A0C5FVI5,A0A0F7W5L6,A0A0U2STP6	133	138
Strep_C122147	Strep_C122147A16	2	0.014285714285714285	A0A0F7NBU4	A0A5B7UZ88	B4V2K2,A0A3G4VYJ2,A0A0M3QI79	132	140
Strep_C122397	Strep_C122397A15	2	0.014285714285714285	A0A0C5FNC5	Q829A6	A0A7H8ZZA7,A0A1V0U7K2,A0A6N9VCD3	135	138
Strep_C122458	Strep_C122458A0	1	0.007142857142857143	D7CID4	A0A0F7N2P2	Q829D4,S5UNQ2,A0A7L4XX14	135	135
Strep_C122767	Strep_C122767A38	2	0.014285714285714285	A0A7H8ZNW4	A0A6C0Q7X5	D7BQ97,Q82IV0,S5VMG3	139	140
Strep_C122806	Strep_C122806A0	1	0.007142857142857143	D7CA73	A0A7H8K0W3	Q82KE5,A0A089XIE4,A0A7L4Y664	134	134
Strep_C122946	Strep_C122946A15	2	0.014285714285714285	A0A0C5G029	A0A0F7NC61	A0A3Q8USI7,A0A3G4W0E9,B4V4Z9	128	140
Strep_C123169	Strep_C123169A17	3	0.02142857142857143	A0A3G4VUL0	A0A5R9LVA1	A0A1L7GES4,A0A7G6XLM0,A0A1U9NYC5	123	140
Strep_C123344	Strep_C123344A17	10	0.07142857142857142	A0A6G9H1Y7	Q82DB9	A0A5P2BB96,A0A1Z1WC02,A0A5J6HDU6	79	140
Strep_C123881	Strep_C123881A122	5	0.03571428571428571	A0A5J6GNK1	A0A0A8ERG0	A0A5P2CME9,A0A3Q8V1X3,A0A3G4VVB1	353	140
Strep_C123975	Strep_C123975A15	2	0.014285714285714285	A0A0F7VU99	A0A1Z2L176	A0A0M4DR08,A0A6G9FF63,A0A6H0CSH2	134	140
Strep_C124051	Strep_C124051A15	2	0.014285714285714285	A0A0C5FXI9	A0A5B7UNN4	A0A6G9FP58,A0A0M4DP98,D7BWZ7	133	135
Strep_C124325	Strep_C124325A18	2	0.014285714285714285	A0A0G3UPY8	A0A0A8EPJ5	A0A1V0UGH9,A0A7H8ZPE8,N0CVG5	132	135
Strep_C124761	Strep_C124761A3	11	0.07857142857142857	A0A6N9VBE4	D7C351	A0A5J6GK44,A0A3Q8V1L1,A0A291QBA7	76	139
Strep_C125292	Strep_C125292A16	2	0.014285714285714285	A0A3S8VUY8	B1W1G9	D7BQG1,Q82IM9,S5V102	138	139
Strep_C125584	Strep_C125584A21	2	0.014285714285714285	A0A1W5YWZ8	A0A5R9LVT4	A0A3Q8VZ94,A0A0N6ZJX5,A0A222T2V1	135	138
Strep_C12561	Strep_C12561A38	2	0.014285714285714285	A0A1V0UHV5	A0A0A8EIB7	D7CAD2,Q82K80,S5VAM6	139	140
Strep_C126548	Strep_C126548A15	2	0.014285714285714285	A0A0C5FZB8	A0A3G4VQ25	A0A3S8VKI7,A0A0F7MZ10,A0A6G9FQ16	131	140
Strep_C126585	Strep_C126585A18	2	0.014285714285714285	A0A0N6ZJJ5	A0A516REN2	A0A1V0UHT7,A0A7H8ZLF3,Q82KF2	112	114
Strep_C127500	Strep_C127500A18	3	0.02142857142857143	A0A0G3UJZ2	A0A2R4JM05	A0A0M4DQX7,A0A1W5Z4A2,A0A3S8XUD8	130	140
Strep_C127793	Strep_C127793A15	2	0.014285714285714285	A0A0C5G0A9	A0A7R8RMV3	D7CGQ9,Q829X5,S5VE94	139	140
Strep_C127807	Strep_C127807A17	2	0.014285714285714285	A0A0G3ULS8	D7C333	A0A6G9FI41,A0A0M5INL9,A0A1W5Z095	125	130
Strep_C127897	Strep_C127897A16	3	0.02142857142857143	A0A2K9EWA2	A0A0M4DTP9	A0A0U2SZ59,A0A1L6PK41,A0A0N6ZUK0	131	140
Strep_C128174	Strep_C128174A0	1	0.007142857142857143	D7CGN1	A0A5J6JH32	Q82A24,S5VKD6,A0A5P9WSZ7	137	137
Strep_C128328	Strep_C128328A14	2	0.014285714285714285	A0A0F7N5I9	D7BVV3	A0A1W5Z3I8,A0A0M4E7D5,A0A1U9QW76	127	132
Strep_C128987	Strep_C128987A29	8	0.05714285714285714	A0A2K8PE78	A0A1Z2L590	C9YW78,A0A1X4GTC6,A0A5P8KB59	101	140
Strep_C129415	Strep_C129415A32	4	0.02857142857142857	A0A1V0UEH9	A0A0F7N2W9	A0A1W5YZQ8,A0A0M4E596,A0A1H4SIJ3	133	140
Strep_C130297	Strep_C130297A16	2	0.014285714285714285	A0A3S8VSC3	A0A7G1NJP7	A0A1P8THY1,A0A5P2BCZ9,D7CCR3	136	138
Strep_C130318	Strep_C130318A18	2	0.014285714285714285	A0A3G4VTE9	A0A7T1WV03	A0A1D7VFC1,A0A1W5XNW5,A0A6N9VDV1	137	140
Strep_C130339	Strep_C130339A17	2	0.014285714285714285	A0A0F7NBR8	D7CG01	B4V2K1,A0A3G4VYI7,A0A6G9FH05	137	140
Strep_C130373	Strep_C130373A15	2	0.014285714285714285	A0A0F7N1R4	C9Z7L2	A0A7H9A016,A0A1V0UM34,A0A516R448	132	135
Strep_C131558	Strep_C131558A0	1	0.007142857142857143	D7BXR2	A0A2K8PID9	Q82D15,S5V3Y4,A0A5J6I0Y1	140	140
Strep_C131893	Strep_C131893A65	2	0.014285714285714285	A0A516R3X0	C9Z9B4	A0A7G6XQ71,A0A5P2DEW5,D7BRF3	135	133
Strep_C131955	Strep_C131955A16	2	0.014285714285714285	A0A0F7N5A4	A0A0M5J2Y3	A0A7G6XLW2,A0A1U9NXE6,A0A5P2BA42	136	139
Strep_C132229	Strep_C132229A18	2	0.014285714285714285	A0A3G4W3A0	A0A7L4Y814	A0A1W5YUX0,A0A0M4DP33,A0A6N9V7B5	137	139
Strep_C132365	Strep_C132365A86	2	0.014285714285714285	A0A5P2C296	D7C3I7	Q82CC9,S5VGB9,A0A5P8K3K4	136	137
Strep_C132396	Strep_C132396A23	5	0.03571428571428571	A0A5P9WX42	G2P1D9	A0A2K8PIT7,A0A1V0R172,A0A1U9P0N4	115	140
Strep_C132785	Strep_C132785A19	2	0.014285714285714285	B4V687	A0A6I6W933	D7BWX3,Q820F4,S5URF0	139	139
Strep_C132846	Strep_C132846A23	3	0.02142857142857143	A0A5J6HWZ2	A0A7H8JMJ3	A0A1L6PQ14,A0A0U3LDC3,B1W0M1	122	140
Strep_C132877	Strep_C132877A109	2	0.014285714285714285	A0A5P2C8J5	A0A7G1N9A9	N0CSC4,A0A6N9V5V9,A0A0F7NGZ4	169	140
Strep_C134009	Strep_C134009A0	1	0.007142857142857143	D7C318	A0A0F7VSD2	Q82GF2,A0A0B5I7M9,A0A7H8TS07	120	120
Strep_C134332	Strep_C134332A15	2	0.014285714285714285	A0A3Q8UMZ0	A0A7L7MFB9	B1W467,A0A7H0NSQ7,A0A7H8ZYN5	132	138
Strep_C134372	Strep_C134372A30	5	0.03571428571428571	A0A7G6XPT8	A0A7T1WUQ0	A0A3G4VRI0,A0A5P2DLI5,A0A1V0R725	109	140
Strep_C134468	Strep_C134468A38	2	0.014285714285714285	A0A7H8ZSF3	A0A0F7N6U2	A0A3S8Y9R0,A0A2K8PH11,A0A516RB79	136	139
Strep_C134627	Strep_C134627A4	4	0.02857142857142857	A0A0U3CYD6	A0A2K9FL61	A0A1P8TM82,A0A5P2C2B6,B4V3J1	117	140
Strep_C134628	Strep_C134628A6	3	0.02142857142857143	A0A1H4LET1	A0A2K9EZB7	A0A3G4VQK6,A0A0G3UIN1,A0A0M4DGA6	131	138
Strep_C134829	Strep_C134829A4	5	0.03571428571428571	A0A7H8ZRX4	A0A7L7M9U0	A0A1V0R2M1,A0A3G4VUM8,B4VBM0	115	140
Strep_C13519	Strep_C13519A0	1	0.007142857142857143	D7BYZ4	A0A7G1NXI4	D7C6L2,G2PCU4,A0A2K9F3J1	226	140
Strep_C136212	Strep_C136212A62	3	0.02142857142857143	A0A516RBV7	A0A3Q8USU1	A0A1D7YNN6,A0A089XFN2,A0A3G4W0B7	126	140
Strep_C136409	Strep_C136409A0	131	0.9357142857142857	A0A5J6J7N7	D7BS70	A0A2K9F462,A0A0F7N8K3,A0A3Q8USN1	6	140
Strep_C136760	Strep_C136760A16	3	0.02142857142857143	A0A2K9F5Y7	A0A5P2DAV2	B4V8Q6,A0A3G4W1M8,A0A1W5YWL3	128	140
Strep_C136822	Strep_C136822A58	3	0.02142857142857143	A0A3S8XXC9	A0A6C0PY98	A0A516R4D5,A0A5B7UPG7,A0A7L4YY05	128	140
Strep_C136962	Strep_C136962A13	8	0.05714285714285714	A0A7M2SIU5	C9YW61	A0A5B8IM24,A0A6G9FG42,A0A1Z1WH54	76	140
Strep_C136976	Strep_C136976A15	2	0.014285714285714285	A0A0F7VWU5	G2P305	A0A3G4VRJ1,A0A0G3UKB6,A0A6N9VJQ8	137	140
Strep_C137603	Strep_C137603A4	12	0.08571428571428572	A0A5J6F7U0	A0A1Z1WJU6	A0A516RE07,A0A3Q8V585,A0A4Q2GH08	191	140
Strep_C13804	Strep_C13804A0	1	0.007142857142857143	D7CA68	A0A5P2WFI5	Q82KF3,S5VWI4,A0A5J6I771	140	140
Strep_C138143	Strep_C138143A15	2	0.014285714285714285	A0A0C5FZE2	A0A1Z2L2T9	B4VBQ0,A0A3G4VUF9,A0A7H8ZT26	135	140
Strep_C138505	Strep_C138505A19	3	0.02142857142857143	A0A5P9WLQ9	D7C519	A0A5J6HLC4,A0A5J6GEN0,A0A291QCF3	125	140
Strep_C13899	Strep_C13899A38	2	0.014285714285714285	A0A7H8ZJV2	A0A0A8F049	D7BYQ3,Q826H9,S5VCX6	137	138
Strep_C139059	Strep_C139059A38	2	0.014285714285714285	A0A7H8ZU10	J1S3Z8	D7BVN2,Q82DG0,S5VHJ7	135	136
Strep_C139605	Strep_C139605A16	3	0.02142857142857143	A0A0F7N506	A0A0M4DM13	A0A3S8XUC5,A0A0N6W5U6,A0A191UXZ0	119	139
Strep_C13998	Strep_C13998A0	1	0.007142857142857143	D7C0P1	I2N9J1	Q82MI0,A0A089XI02,A0A5J6IAR0	139	134
Strep_C140113	Strep_C140113A24	7	0.05	A0A514JU00	A0A0A8EQ38	A0A7L4Y317,A0A0K2AWM8,A0A191V1U3	98	139
Strep_C140766	Strep_C140766A16	2	0.014285714285714285	A0A3Q8UTY3	A0A1Z1WJ32	B4V2L9,A0A3G4VYN1,A0A0M3QLV7	136	140
Strep_C141137	Strep_C141137A6	3	0.02142857142857143	A0A1H4SW70	A0A7G1P3K6	A0A0C5G1I2,A0A0F7W1D5,A0A0F7N2M7	125	138
Strep_C141184	Strep_C141184A18	2	0.014285714285714285	A0A3G4VVB6	G2PB42	A0A0N6ZKR5,A0A3Q8VX25,A0A1V0UCV8	135	140
Strep_C14188	Strep_C14188A0	1	0.007142857142857143	D7BQN0	A0A1D8G4P3	Q82DU1,N0CWI4,A0A5P2BEA0	157	140
Strep_C142295	Strep_C142295A28	3	0.02142857142857143	A0A346BZ89	S5UQH5	A0A7L4YYW0,A0A1X4GN57,A0A6N9VGY0	138	137
Strep_C142801	Strep_C142801A4	7	0.05	B1W3Z5	A0A0F7N9W1	A0A3Q8VWR8,A0A0K2AWR6,A0A1S6J8H3	98	140
Strep_C143099	Strep_C143099A63	3	0.02142857142857143	A0A5B7UZH0	A0A6I6WTS9	A0A0C5FUT9,A0A0F7VW38,A0A1V0QYV3	133	140
Strep_C143622	Strep_C143622A24	4	0.02857142857142857	A0A0N6ZLD9	A0A6C0Q5N4	A0A1W5Z1B5,A0A1L6PKL6,A0A0M5IU55	122	134
Strep_C144080	Strep_C144080A43	3	0.02142857142857143	A0A291Q3W2	A0A5P2UVC9	Q827R5,A0A5Q0LKA0,A0A426S6M7	121	140
Strep_C144639	Strep_C144639A22	3	0.02142857142857143	A0A1L6PDZ3	A0A7L4Z896	A0A2K8P9V1,A0A5J6J3W7,A0A3G4W165	125	137
Strep_C144887	Strep_C144887A16	3	0.02142857142857143	A0A3Q8UT42	A0A1U9QS61	A0A6N9VDG1,B1W444,A0A7H0NIT8	123	140
Strep_C145495	Strep_C145495A34	3	0.02142857142857143	A0A1V0QY59	A0A387HBS8	A0A7H0NG10,A0A1V0UHH3,A0A7H8ZLT0	125	137
Strep_C145724	Strep_C145724A22	2	0.014285714285714285	A0A0U3B8C7	C9Z7D9	A0A7H8ZWP9,A0A1V0U952,N0CQG1	137	140
Strep_C146161	Strep_C146161A40	6	0.04285714285714286	A0A291Q3W3	A0A7L7MG54	A0A7G1NA75,A0A6G5R953,A0A143BVX2	110	139
Strep_C146232	Strep_C146232A21	4	0.02857142857142857	A0A0M4DNR4	C9Z0Z4	A0A346C0T4,A0A0N6ZNQ4,A0A5P9WQI3	124	140
Strep_C146372	Strep_C146372A37	2	0.014285714285714285	A0A1V0UDL8	A0A1Z2L2Z1	D7CGD9,Q82EE7,S5UUX1	133	134
Strep_C147172	Strep_C147172A15	2	0.014285714285714285	A0A0F7VQL3	A0A7G1P1M8	A0A0F7N775,A0A3S8VRC6,A0A1V0UC82	133	138
Strep_C147269	Strep_C147269A62	2	0.014285714285714285	A0A3Q8UNB8	A0A0C5FNY3	D7CF02,Q82AB0,S5UT22	138	139
Strep_C147284	Strep_C147284A4	4	0.02857142857142857	B1VYY6	A0A0K2AZU4	A0A0M3QLR4,A0A1W5YX80,A0A2Z5K8N7	133	140
Strep_C147494	Strep_C147494A15	4	0.02857142857142857	A0A0C5G592	A0A5R9M692	A0A2N9B8N0,A0A7L4Z3I6,A0A1X4GTG0	126	140
Strep_C148114	Strep_C148114A15	2	0.014285714285714285	A0A0F7VX91	A0A7L4Z6D4	A0A0F7N641,A0A3Q8URK3,A0A0M4DTE8	133	140
Strep_C148254	Strep_C148254A21	3	0.02142857142857143	A0A1V0UCJ0	C9Z5I2	B4V8V8,A0A3G4VVM0,A0A6G9FH49	124	132
Strep_C148440	Strep_C148440A15	2	0.014285714285714285	A0A3Q8URI2	A0A291QBU1	A0A0U3D304,A0A1L6PKE5,A0A7H8ZR98	128	133
Strep_C148765	Strep_C148765A4	6	0.04285714285714286	A0A0U3D562	D7BQV7	A0A0C5FTG4,A0A0F7VRJ6,A0A3Q8USU0	123	140
Strep_C14913	Strep_C14913A0	1	0.007142857142857143	D7CGQ4	A0A1L7GCU0	Q829Y6,S5VEB3,A0A5P9WUW6	139	139
Strep_C149601	Strep_C149601A24	4	0.02857142857142857	A0A5P9WQI6	A0A5P2UN07	A0A6G5RD99,Q82CS5,A0A3Q8UPU2	128	139
