gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene
Strep_C100013	Strep_C100013A0	1	0.007142857142857143	N0D451	N0D451		1	1
Strep_C100014	Strep_C100014A0	1	0.007142857142857143	N0D476	N0D476		1	1
Strep_C100015	Strep_C100015A0	1	0.007142857142857143	N0D477	N0D477	A0A7H8MTL6	2	2
Strep_C100016	Strep_C100016A0	1	0.007142857142857143	N0D478	N0D478	A0A6I6W6B5	2	2
Strep_C100017	Strep_C100017A0	1	0.007142857142857143	N0D481	N0D481		1	1
Strep_C100018	Strep_C100018A0	1	0.007142857142857143	N0D485	N0D485	A0A7H8MVG3	2	2
Strep_C100019	Strep_C100019A0	1	0.007142857142857143	N0D4D1	N0D4D1		1	1
Strep_C10002	Strep_C10002A0	1	0.007142857142857143	A0A2K8PEM9	A0A2K8PEM9		1	1
Strep_C100020	Strep_C100020A0	1	0.007142857142857143	Q79ZE2	Q79ZE2	A0A8B1NQ29	2	2
Strep_C100021	Strep_C100021A0	1	0.007142857142857143	Q79ZH5	Q79ZH5	A0A1U9QLL0	2	2
Strep_C100022	Strep_C100022A0	1	0.007142857142857143	Q79ZH6	Q79ZH6		1	1
Strep_C100023	Strep_C100023A0	1	0.007142857142857143	Q79ZJ0	Q79ZJ0		1	1
Strep_C100024	Strep_C100024A0	1	0.007142857142857143	Q79ZK2	Q79ZK2		1	1
Strep_C100025	Strep_C100025A0	1	0.007142857142857143	Q79ZK3	Q79ZK3		1	1
Strep_C100026	Strep_C100026A0	1	0.007142857142857143	Q79ZL5	Q79ZL5		1	1
Strep_C100027	Strep_C100027A0	1	0.007142857142857143	Q79ZN8	Q79ZN8		1	1
Strep_C100028	Strep_C100028A0	1	0.007142857142857143	Q79ZN9	Q79ZN9		1	1
Strep_C100029	Strep_C100029A0	1	0.007142857142857143	Q827K0	Q827K0	A0A7L4YX63,A0A0B5D8D4,A0A5P2D8T0	26	26
Strep_C10003	Strep_C10003A0	1	0.007142857142857143	A0A2K8PEP7	A0A2K8PEP7		1	1
Strep_C100030	Strep_C100030A0	1	0.007142857142857143	Q827K8	Q827K8		1	1
Strep_C100031	Strep_C100031A0	1	0.007142857142857143	Q827N6	Q827N6		1	1
Strep_C100032	Strep_C100032A0	1	0.007142857142857143	Q827S2	Q827S2		1	1
Strep_C100033	Strep_C100033A0	1	0.007142857142857143	Q827S5	Q827S5		1	1
Strep_C100034	Strep_C100034A0	1	0.007142857142857143	Q827S6	Q827S6		1	1
Strep_C100035	Strep_C100035A41	3	0.02142857142857143	A0A2K9F9M2	Q82BV9	B1VY53,A0A7H0NPQ7,A0A5P2CSQ0	132	136
Strep_C100036	Strep_C100036A0	1	0.007142857142857143	Q82BY1	Q82BY1		1	1
Strep_C100037	Strep_C100037A0	1	0.007142857142857143	Q82BZ5	Q82BZ5		1	1
Strep_C100038	Strep_C100038A0	1	0.007142857142857143	Q82C01	Q82C01		1	1
Strep_C100039	Strep_C100039A0	1	0.007142857142857143	Q82C02	Q82C02		1	1
Strep_C10004	Strep_C10004A0	1	0.007142857142857143	A0A2K8PEQ4	A0A2K8PEQ4	A0A5R9LVR9	2	2
Strep_C100040	Strep_C100040A0	1	0.007142857142857143	Q82C04	Q82C04		1	1
Strep_C100041	Strep_C100041A0	1	0.007142857142857143	Q82C07	Q82C07		1	1
Strep_C100042	Strep_C100042A0	1	0.007142857142857143	Q82C08	Q82C08		1	1
Strep_C100043	Strep_C100043A0	1	0.007142857142857143	Q82C10	Q82C10	A0A6I6N1V0	2	2
Strep_C100044	Strep_C100044A0	1	0.007142857142857143	Q82C11	Q82C11		1	1
Strep_C100045	Strep_C100045A0	1	0.007142857142857143	Q82C12	Q82C12		1	1
Strep_C100046	Strep_C100046A0	1	0.007142857142857143	Q82C13	Q82C13		1	1
Strep_C100047	Strep_C100047A0	1	0.007142857142857143	Q82C14	Q82C14		1	1
Strep_C100048	Strep_C100048A0	1	0.007142857142857143	Q82C16	Q82C16		1	1
Strep_C100049	Strep_C100049A0	1	0.007142857142857143	Q82C17	Q82C17		1	1
Strep_C10005	Strep_C10005A0	1	0.007142857142857143	A0A2K8PEQ6	A0A2K8PEQ6	J2JQW3	2	2
Strep_C100050	Strep_C100050A0	1	0.007142857142857143	Q82C18	Q82C18	A0A7H8IY15,A0A7H8J0H2,A0A7T7RFX3	4	3
Strep_C100051	Strep_C100051A0	1	0.007142857142857143	Q82C19	Q82C19		1	1
Strep_C100052	Strep_C100052A0	1	0.007142857142857143	Q82C20	Q82C20	A0A143C877	2	2
Strep_C100053	Strep_C100053A0	1	0.007142857142857143	Q82C21	Q82C21		1	1
Strep_C100054	Strep_C100054A0	1	0.007142857142857143	Q82C22	Q82C22		1	1
Strep_C100055	Strep_C100055A0	1	0.007142857142857143	Q82C24	Q82C24		1	1
Strep_C100056	Strep_C100056A0	1	0.007142857142857143	Q82C26	Q82C26		1	1
Strep_C100057	Strep_C100057A0	1	0.007142857142857143	Q82C30	Q82C30		1	1
Strep_C100058	Strep_C100058A0	1	0.007142857142857143	Q82C31	Q82C31		1	1
Strep_C100059	Strep_C100059A0	1	0.007142857142857143	Q82C35	Q82C35		1	1
Strep_C10006	Strep_C10006A0	1	0.007142857142857143	A0A2K8PH54	A0A2K8PH54		1	1
Strep_C100060	Strep_C100060A0	1	0.007142857142857143	Q82C41	Q82C41		1	1
Strep_C100061	Strep_C100061A0	1	0.007142857142857143	Q82C44	Q82C44		1	1
Strep_C100062	Strep_C100062A0	1	0.007142857142857143	Q82C45	Q82C45		1	1
Strep_C100063	Strep_C100063A0	1	0.007142857142857143	Q82C46	Q82C46		1	1
Strep_C100064	Strep_C100064A0	1	0.007142857142857143	Q82C47	Q82C47	A0A5P2BTM2,A0A1V0U2I5,A0A1Z2L3E7	54	45
Strep_C100065	Strep_C100065A0	1	0.007142857142857143	Q82C50	Q82C50		1	1
Strep_C100066	Strep_C100066A0	1	0.007142857142857143	Q82FB2	Q82FB2	A0A6G9GZX8,C9ZAH0	3	3
Strep_C100067	Strep_C100067A0	1	0.007142857142857143	Q82FC1	Q82FC1		1	1
Strep_C100068	Strep_C100068A0	1	0.007142857142857143	Q82FC2	Q82FC2		1	1
Strep_C100069	Strep_C100069A0	1	0.007142857142857143	Q82FD0	Q82FD0		1	1
Strep_C10007	Strep_C10007A0	1	0.007142857142857143	A0A2K8PH65	A0A2K8PH65		1	1
Strep_C100070	Strep_C100070A0	1	0.007142857142857143	Q82FD4	Q82FD4		1	1
Strep_C100071	Strep_C100071A0	1	0.007142857142857143	Q82FD8	Q82FD8		1	1
Strep_C100072	Strep_C100072A0	1	0.007142857142857143	Q82FE1	Q82FE1		1	1
Strep_C100073	Strep_C100073A0	1	0.007142857142857143	Q82FE9	Q82FE9		1	1
Strep_C100074	Strep_C100074A0	1	0.007142857142857143	Q82FF5	Q82FF5		1	1
Strep_C100075	Strep_C100075A0	1	0.007142857142857143	Q82FG5	Q82FG5	A0A4P6U822,A0A7R8NR94	3	3
Strep_C100076	Strep_C100076A0	1	0.007142857142857143	Q82FK6	Q82FK6		1	1
Strep_C100077	Strep_C100077A0	1	0.007142857142857143	Q82HL7	Q82HL7		1	1
Strep_C100078	Strep_C100078A0	1	0.007142857142857143	Q82HN9	Q82HN9		1	1
Strep_C100079	Strep_C100079A0	1	0.007142857142857143	Q82HP0	Q82HP0		1	1
Strep_C10008	Strep_C10008A0	1	0.007142857142857143	A0A2K8PH84	A0A2K8PH84		1	1
Strep_C100080	Strep_C100080A0	1	0.007142857142857143	Q82HP6	Q82HP6		1	1
Strep_C100081	Strep_C100081A0	1	0.007142857142857143	Q82HQ4	Q82HQ4		1	1
Strep_C100082	Strep_C100082A0	1	0.007142857142857143	Q82HQ5	Q82HQ5		1	1
Strep_C100083	Strep_C100083A0	1	0.007142857142857143	Q82HQ8	Q82HQ8		1	1
Strep_C100084	Strep_C100084A0	1	0.007142857142857143	Q82HQ9	Q82HQ9		1	1
Strep_C100085	Strep_C100085A0	1	0.007142857142857143	Q82HR0	Q82HR0		1	1
Strep_C100086	Strep_C100086A0	1	0.007142857142857143	Q82HR1	Q82HR1		1	1
Strep_C100087	Strep_C100087A0	1	0.007142857142857143	Q82HR2	Q82HR2		1	1
Strep_C100088	Strep_C100088A0	1	0.007142857142857143	Q82HR7	Q82HR7		1	1
Strep_C100089	Strep_C100089A0	1	0.007142857142857143	Q82HR8	Q82HR8		1	1
Strep_C10009	Strep_C10009A0	1	0.007142857142857143	A0A2K8PH86	A0A2K8PH86		1	1
Strep_C100090	Strep_C100090A0	1	0.007142857142857143	Q82HR9	Q82HR9	A0A2N9B4I1,A0A5B7UZI0,A0A3S9I4I6	11	11
Strep_C100091	Strep_C100091A0	1	0.007142857142857143	Q82HS0	Q82HS0	A0A5Q0LCC3	2	2
Strep_C100092	Strep_C100092A0	1	0.007142857142857143	Q82HS1	Q82HS1		1	1
Strep_C100093	Strep_C100093A0	1	0.007142857142857143	Q82HS3	Q82HS3		1	1
Strep_C100094	Strep_C100094A0	1	0.007142857142857143	Q82HT6	Q82HT6		1	1
Strep_C100095	Strep_C100095A0	1	0.007142857142857143	Q82HU0	Q82HU0		1	1
Strep_C100096	Strep_C100096A0	1	0.007142857142857143	Q82HV5	Q82HV5	A0A1B1MG17,A0A7G1NHB6	3	3
Strep_C100097	Strep_C100097A0	1	0.007142857142857143	Q82HV7	Q82HV7		1	1
Strep_C100098	Strep_C100098A0	1	0.007142857142857143	Q82L33	Q82L33	A0A1A9J3B9,A0A5P2W9K7,A0A6M4PGH9	24	24
Strep_C100099	Strep_C100099A0	1	0.007142857142857143	Q82L38	Q82L38		1	1
Strep_C1001	Strep_C1001A0	1	0.007142857142857143	A0A494UXZ0	A0A494UXZ0	A0A1S6JJ25,A0A3Q8VIB2,A0A6M4PT02	10	10
Strep_C10010	Strep_C10010A0	1	0.007142857142857143	A0A2K8PHB2	A0A2K8PHB2		1	1
Strep_C100100	Strep_C100100A0	1	0.007142857142857143	Q82L43	Q82L43		1	1
Strep_C100101	Strep_C100101A0	1	0.007142857142857143	Q82L50	Q82L50		1	1
Strep_C100102	Strep_C100102A0	1	0.007142857142857143	Q82L73	Q82L73		1	1
Strep_C100103	Strep_C100103A0	1	0.007142857142857143	Q82L96	Q82L96		1	1
Strep_C100104	Strep_C100104A0	1	0.007142857142857143	Q82L99	Q82L99		1	1
Strep_C100105	Strep_C100105A0	1	0.007142857142857143	Q82LA1	Q82LA1		1	1
Strep_C100106	Strep_C100106A0	1	0.007142857142857143	Q82LC3	Q82LC3		1	1
Strep_C100107	Strep_C100107A0	1	0.007142857142857143	Q82P92	Q82P92		1	1
Strep_C100108	Strep_C100108A0	1	0.007142857142857143	Q82P93	Q82P93		1	1
Strep_C100109	Strep_C100109A0	1	0.007142857142857143	Q82PB1	Q82PB1		1	1
Strep_C10011	Strep_C10011A0	1	0.007142857142857143	A0A2K8PHB3	A0A2K8PHB3		1	1
Strep_C100110	Strep_C100110A0	1	0.007142857142857143	Q82PC5	Q82PC5		1	1
Strep_C100111	Strep_C100111A0	1	0.007142857142857143	Q82PC8	Q82PC8	A0A7G1NVP9,A0A191UT41,A0A1A9IU17	33	33
Strep_C100112	Strep_C100112A0	1	0.007142857142857143	Q82PC9	Q82PC9		1	1
Strep_C100113	Strep_C100113A0	1	0.007142857142857143	Q82PE1	Q82PE1		1	1
Strep_C100114	Strep_C100114A0	1	0.007142857142857143	Q82PE2	Q82PE2		1	1
Strep_C100115	Strep_C100115A0	1	0.007142857142857143	Q82PE4	Q82PE4		1	1
Strep_C100116	Strep_C100116A0	1	0.007142857142857143	Q82PE5	Q82PE5	A0A1S6JBJ2,A0A6C0Q470	3	3
Strep_C100117	Strep_C100117A0	1	0.007142857142857143	Q82PF5	Q82PF5	A0A0F7FTK0,A0A7H0NEI7,A0A7H8JRI5	24	24
Strep_C100118	Strep_C100118A0	1	0.007142857142857143	Q82PF7	Q82PF7		1	1
Strep_C100119	Strep_C100119A0	1	0.007142857142857143	Q82PF9	Q82PF9		1	1
Strep_C10012	Strep_C10012A0	1	0.007142857142857143	A0A2K8PHB7	A0A2K8PHB7		1	1
Strep_C100120	Strep_C100120A0	1	0.007142857142857143	Q82PG2	Q82PG2		1	1
Strep_C100121	Strep_C100121A0	1	0.007142857142857143	Q82PG3	Q82PG3	A0A2S1SZ75,A0A5Q0L764	3	3
Strep_C100122	Strep_C100122A0	1	0.007142857142857143	Q82PG4	Q82PG4		1	1
Strep_C100123	Strep_C100123A0	1	0.007142857142857143	Q82PH0	Q82PH0	A0A5B8IEE7	2	2
Strep_C100124	Strep_C100124A0	1	0.007142857142857143	Q82PH2	Q82PH2		1	1
Strep_C100125	Strep_C100125A0	1	0.007142857142857143	Q82PH4	Q82PH4		1	1
Strep_C100126	Strep_C100126A0	1	0.007142857142857143	Q82PH5	Q82PH5		1	1
Strep_C100127	Strep_C100127A0	1	0.007142857142857143	Q82PH7	Q82PH7		1	1
Strep_C100128	Strep_C100128A0	1	0.007142857142857143	Q82RT7	Q82RT7		1	1
Strep_C100129	Strep_C100129A0	1	0.007142857142857143	Q82RT8	Q82RT8		1	1
Strep_C10013	Strep_C10013A0	1	0.007142857142857143	A0A2K8PHB8	A0A2K8PHB8		1	1
Strep_C100130	Strep_C100130A0	1	0.007142857142857143	Q82RT9	Q82RT9		1	1
Strep_C100131	Strep_C100131A0	1	0.007142857142857143	Q82RU1	Q82RU1		1	1
Strep_C100132	Strep_C100132A0	1	0.007142857142857143	Q82RU4	Q82RU4		1	1
Strep_C100133	Strep_C100133A0	1	0.007142857142857143	Q82RV0	Q82RV0		1	1
Strep_C100134	Strep_C100134A0	1	0.007142857142857143	Q82RV1	Q82RV1		1	1
Strep_C100135	Strep_C100135A0	1	0.007142857142857143	Q82RV3	Q82RV3		1	1
Strep_C100136	Strep_C100136A0	1	0.007142857142857143	Q82RV6	Q82RV6		1	1
Strep_C100137	Strep_C100137A0	1	0.007142857142857143	Q82RV7	Q82RV7		1	1
Strep_C100138	Strep_C100138A0	1	0.007142857142857143	Q82RV8	Q82RV8		1	1
Strep_C100139	Strep_C100139A0	1	0.007142857142857143	Q82RV9	Q82RV9		1	1
Strep_C10014	Strep_C10014A0	1	0.007142857142857143	A0A2K8PHC0	A0A2K8PHC0		1	1
Strep_C100140	Strep_C100140A0	1	0.007142857142857143	Q82RW1	Q82RW1	A0A1H4V5Z6,A0A7T4TVK0,C9Z9S8	14	14
Strep_C100141	Strep_C100141A0	1	0.007142857142857143	Q82RW4	Q82RW4		1	1
Strep_C100142	Strep_C100142A0	1	0.007142857142857143	Q82RW5	Q82RW5		1	1
Strep_C100143	Strep_C100143A0	1	0.007142857142857143	Q82RW6	Q82RW6	A0A387H534,A0A7H0IS21,A0A2K8PCB8	4	4
Strep_C100144	Strep_C100144A0	1	0.007142857142857143	Q82RW7	Q82RW7		1	1
Strep_C100145	Strep_C100145A0	1	0.007142857142857143	Q82RW8	Q82RW8		1	1
Strep_C100146	Strep_C100146A0	1	0.007142857142857143	Q82RW9	Q82RW9		1	1
Strep_C100147	Strep_C100147A0	1	0.007142857142857143	Q82RX0	Q82RX0		1	1
Strep_C100148	Strep_C100148A0	1	0.007142857142857143	Q82RX2	Q82RX2	A0A1B1B7L8,A0A7R8NQA9,B1VMH0	13	13
Strep_C100149	Strep_C100149A0	1	0.007142857142857143	Q82RX5	Q82RX5		1	1
Strep_C10015	Strep_C10015A0	1	0.007142857142857143	A0A2K8PHD2	A0A2K8PHD2		1	1
Strep_C100150	Strep_C100150A0	1	0.007142857142857143	Q82RX6	Q82RX6		1	1
Strep_C100151	Strep_C100151A0	1	0.007142857142857143	Q82RX8	Q82RX8		1	1
Strep_C100152	Strep_C100152A0	1	0.007142857142857143	Q82RX9	Q82RX9		1	1
Strep_C100153	Strep_C100153A0	1	0.007142857142857143	Q82RY1	Q82RY1		1	1
Strep_C100154	Strep_C100154A0	1	0.007142857142857143	Q82RY2	Q82RY2	A0A7H8ZZH3	2	2
Strep_C100155	Strep_C100155A0	1	0.007142857142857143	Q82RY4	Q82RY4		1	1
Strep_C100156	Strep_C100156A0	1	0.007142857142857143	Q82RY7	Q82RY7	A0A7L5SMI0,A0A1W5YTC4,A0A3G4VNE2	4	4
Strep_C100157	Strep_C100157A0	1	0.007142857142857143	Q82RZ0	Q82RZ0		1	1
Strep_C100158	Strep_C100158A0	1	0.007142857142857143	Q82Y85	Q82Y85		1	1
Strep_C100159	Strep_C100159A0	1	0.007142857142857143	Q82Y89	Q82Y89	A0A2S1SLR5	2	2
Strep_C10016	Strep_C10016A0	1	0.007142857142857143	A0A2K8PHE1	A0A2K8PHE1		1	1
Strep_C100160	Strep_C100160A0	1	0.007142857142857143	Q82Y90	Q82Y90		1	1
Strep_C100161	Strep_C100161A0	1	0.007142857142857143	Q82Y93	Q82Y93		1	1
Strep_C100162	Strep_C100162A0	1	0.007142857142857143	Q82Y95	Q82Y95		1	1
Strep_C100163	Strep_C100163A0	1	0.007142857142857143	Q82Y96	Q82Y96		1	1
Strep_C100164	Strep_C100164A0	1	0.007142857142857143	Q82Y97	Q82Y97		1	1
Strep_C100165	Strep_C100165A0	1	0.007142857142857143	Q82YA0	Q82YA0		1	1
Strep_C100166	Strep_C100166A0	1	0.007142857142857143	Q82YA2	Q82YA2		1	1
Strep_C100167	Strep_C100167A0	1	0.007142857142857143	Q82YA3	Q82YA3		1	1
Strep_C100168	Strep_C100168A0	1	0.007142857142857143	Q82YA5	Q82YA5		1	1
Strep_C100169	Strep_C100169A0	1	0.007142857142857143	Q82YA7	Q82YA7		1	1
Strep_C10017	Strep_C10017A0	1	0.007142857142857143	A0A2K8PK12	A0A2K8PK12	A0A2R4T2X9,A0A5P2UU18,A0A1V0UMR6	10	10
Strep_C100170	Strep_C100170A0	1	0.007142857142857143	Q82YA8	Q82YA8	A0A2R4T5P8,A0A6I6FJM0,A0A387HEI2	8	8
Strep_C100171	Strep_C100171A0	1	0.007142857142857143	Q82YB0	Q82YB0		1	1
Strep_C100172	Strep_C100172A0	1	0.007142857142857143	Q82YB1	Q82YB1		1	1
Strep_C100173	Strep_C100173A0	1	0.007142857142857143	Q82YB2	Q82YB2	A0A1W5ZB23	2	2
Strep_C100174	Strep_C100174A0	1	0.007142857142857143	Q82YB5	Q82YB5		1	1
Strep_C100175	Strep_C100175A0	1	0.007142857142857143	Q82YB8	Q82YB8		1	1
Strep_C100176	Strep_C100176A0	1	0.007142857142857143	Q82YB9	Q82YB9		1	1
Strep_C100177	Strep_C100177A0	1	0.007142857142857143	Q82YC5	Q82YC5	L8F3S1,A0A0U3M6X7,A0A344UAI0	6	6
Strep_C100178	Strep_C100178A0	1	0.007142857142857143	Q82YC7	Q82YC7		1	1
Strep_C100179	Strep_C100179A0	1	0.007142857142857143	Q82YC8	Q82YC8		1	1
Strep_C10018	Strep_C10018A0	1	0.007142857142857143	A0A2K8PK16	A0A2K8PK16		1	1
Strep_C100180	Strep_C100180A0	1	0.007142857142857143	Q82YC9	Q82YC9		1	1
Strep_C100181	Strep_C100181A0	1	0.007142857142857143	Q82YD0	Q82YD0		1	1
Strep_C100182	Strep_C100182A0	1	0.007142857142857143	S5UTR0	S5UTR0	A0A1B1B7E7,A0A6H0CJN7,A0A6I6MUK4	5	5
Strep_C100183	Strep_C100183A0	1	0.007142857142857143	S5UTS3	S5UTS3		1	1
Strep_C100184	Strep_C100184A0	1	0.007142857142857143	S5UTV8	S5UTV8		1	1
Strep_C100185	Strep_C100185A0	1	0.007142857142857143	S5UTX6	S5UTX6		1	1
Strep_C100186	Strep_C100186A0	1	0.007142857142857143	S5UTZ6	S5UTZ6		1	1
Strep_C100187	Strep_C100187A0	1	0.007142857142857143	S5UU54	S5UU54	A0A089X507,A0A2Z4JGG4,A0A2Z5JLD0	50	40
Strep_C100188	Strep_C100188A0	1	0.007142857142857143	S5UU79	S5UU79		1	1
Strep_C100189	Strep_C100189A0	1	0.007142857142857143	S5UU92	S5UU92		1	1
Strep_C10019	Strep_C10019A0	1	0.007142857142857143	A0A2K8PK24	A0A2K8PK24	A0A1V0RCS7,A0A0G3UJG5,A0A3G4VRD5	7	7
Strep_C100190	Strep_C100190A0	1	0.007142857142857143	S5UUA0	S5UUA0	A0A1B1AP40	2	2
Strep_C100191	Strep_C100191A0	1	0.007142857142857143	S5UUB3	S5UUB3		1	1
Strep_C100192	Strep_C100192A0	1	0.007142857142857143	S5UUB8	S5UUB8		1	1
Strep_C100193	Strep_C100193A0	1	0.007142857142857143	S5UUD4	S5UUD4		1	1
Strep_C100194	Strep_C100194A0	1	0.007142857142857143	S5UZL9	S5UZL9		1	1
Strep_C100195	Strep_C100195A0	1	0.007142857142857143	S5UZM1	S5UZM1	A0A344TUW4,A0A5P2D1L3,A0A3Q8VEF6	5	5
Strep_C100196	Strep_C100196A0	1	0.007142857142857143	S5UZN7	S5UZN7	A0A221NUE1,A0A6M4PPQ6	3	3
Strep_C100197	Strep_C100197A0	1	0.007142857142857143	S5UZQ4	S5UZQ4	A0A7G1N877,A0A7T4TXJ5	3	3
Strep_C100198	Strep_C100198A0	1	0.007142857142857143	S5UZR7	S5UZR7		1	1
Strep_C100199	Strep_C100199A0	1	0.007142857142857143	S5UZV0	S5UZV0		1	1
Strep_C1002	Strep_C1002A0	1	0.007142857142857143	A0A494UXZ5	A0A494UXZ5		1	1
Strep_C10020	Strep_C10020A0	1	0.007142857142857143	A0A2K8PK31	A0A2K8PK31		1	1
Strep_C100200	Strep_C100200A0	1	0.007142857142857143	S5UZV5	S5UZV5		1	1
Strep_C100201	Strep_C100201A0	1	0.007142857142857143	S5UZY4	S5UZY4		1	1
Strep_C100202	Strep_C100202A0	1	0.007142857142857143	S5V632	S5V632		1	1
Strep_C100203	Strep_C100203A14	4	0.02857142857142857	A0A7M2TDX3	S5V644	A0A3Q9ET18,A0A7H8TGP4,A0A3Q9BZN9	52	54
Strep_C100204	Strep_C100204A0	1	0.007142857142857143	S5V658	S5V658		1	1
Strep_C100205	Strep_C100205A0	1	0.007142857142857143	S5V664	S5V664		1	1
Strep_C100206	Strep_C100206A0	1	0.007142857142857143	S5V699	S5V699		1	1
Strep_C100207	Strep_C100207A0	1	0.007142857142857143	S5V6B2	S5V6B2		1	1
Strep_C100208	Strep_C100208A0	1	0.007142857142857143	S5V6H9	S5V6H9	A0A1D7VF11,A0A6H0CSC9,A0A089X8B9	7	7
Strep_C100209	Strep_C100209A0	1	0.007142857142857143	S5V6L2	S5V6L2	A0A1A9J7F7,A0A6I6NA66,A0A1S6JH97	10	10
Strep_C10021	Strep_C10021A0	1	0.007142857142857143	A0A2K8PK36	A0A2K8PK36		1	1
Strep_C100210	Strep_C100210A0	1	0.007142857142857143	S5V6L6	S5V6L6		1	1
Strep_C100211	Strep_C100211A0	1	0.007142857142857143	S5VD32	S5VD32	A0A7D5ZNG3	2	2
Strep_C100212	Strep_C100212A0	1	0.007142857142857143	S5VD47	S5VD47	A0A1B1BCJ7,A0A3Q8W0Q1,A0A3Q9K1W9	9	9
Strep_C100213	Strep_C100213A0	1	0.007142857142857143	S5VD67	S5VD67		1	1
Strep_C100214	Strep_C100214A1	2	0.014285714285714285	A0A0C5FKJ6	S5VD70	A0A221NUF3,A0A6H0CIZ9	4	5
Strep_C100215	Strep_C100215A0	1	0.007142857142857143	S5VD73	S5VD73		1	1
Strep_C100216	Strep_C100216A1	2	0.014285714285714285	A0A1W5XXW5	S5VDH9		2	3
Strep_C100217	Strep_C100217A0	1	0.007142857142857143	S5VDI7	S5VDI7		1	1
Strep_C100218	Strep_C100218A0	1	0.007142857142857143	S5VDK8	S5VDK8		1	1
Strep_C100219	Strep_C100219A0	1	0.007142857142857143	S5VDM3	S5VDM3		1	1
Strep_C10022	Strep_C10022A0	1	0.007142857142857143	A0A2K8PK40	A0A2K8PK40	A0A7R8NIS7	2	2
Strep_C100220	Strep_C100220A0	1	0.007142857142857143	S5VDN3	S5VDN3	A0A4P6TTH2,A0A7H8THW6,B1W233	4	4
Strep_C100221	Strep_C100221A0	1	0.007142857142857143	S5VDP6	S5VDP6		1	1
Strep_C100222	Strep_C100222A0	1	0.007142857142857143	S5VMR0	S5VMR0		1	1
Strep_C100223	Strep_C100223A0	1	0.007142857142857143	S5VMS4	S5VMS4		1	1
Strep_C100224	Strep_C100224A0	1	0.007142857142857143	S5VMT0	S5VMT0		1	1
Strep_C100225	Strep_C100225A0	1	0.007142857142857143	S5VMT2	S5VMT2		1	1
Strep_C100226	Strep_C100226A0	1	0.007142857142857143	S5VMU9	S5VMU9		1	1
Strep_C100227	Strep_C100227A0	1	0.007142857142857143	S5VMX4	S5VMX4		1	1
Strep_C100228	Strep_C100228A0	1	0.007142857142857143	S5VN23	S5VN23		1	1
Strep_C100229	Strep_C100229A0	1	0.007142857142857143	S5VN27	S5VN27		1	1
Strep_C10023	Strep_C10023A0	1	0.007142857142857143	A0A2K8PK62	A0A2K8PK62		1	1
Strep_C100230	Strep_C100230A0	1	0.007142857142857143	S5VN54	S5VN54		1	1
Strep_C100231	Strep_C100231A0	1	0.007142857142857143	S5VN75	S5VN75		1	1
Strep_C100232	Strep_C100232A0	1	0.007142857142857143	S5VN79	S5VN79		1	1
Strep_C100233	Strep_C100233A0	1	0.007142857142857143	S5VNB2	S5VNB2		1	1
